SD_System,SD_Sub_System,SD_System_Name,SD_Subsystem_Name,discipline,TOTAL ITEM,TOTAL DONE,TOTAL PENDING,TOTAL PUNCH,TOTAL CLEAR PUNCH,TOTAL NOT CLEAR PUNCH,TOTAL HOLD POINT
4000,4000-02,Utility,HHP & HP & LP Steam,MES,2,0,0,0,0,0,0
4000,4000-02,Utility,HHP & HP & LP Steam,IN,245,9,0,84,29,55,35
4000,4000-02,Utility,HHP & HP & LP Steam,PI,63,37,0,187,85,102,74
4000,4000-03,Utility,MP Steam,MES,1,0,0,0,0,0,0
4000,4000-03,Utility,MP Steam,IN,56,5,0,32,13,19,3
4000,4000-03,Utility,MP Steam,PI,5,5,0,37,8,29,0
4000,4000-04,Utility,Boiler Feed Water (BFW) Generation & Distribution,MES,5,0,0,6,0,6,3
4000,4000-04,Utility,Boiler Feed Water (BFW) Generation & Distribution,MER,6,0,0,0,0,0,0
4000,4000-04,Utility,Boiler Feed Water (BFW) Generation & Distribution,PI,47,34,0,155,74,81,19
4000,4000-04,Utility,Boiler Feed Water (BFW) Generation & Distribution,IN,559,2,0,36,16,20,384
4000,4000-05,Utility,Blow Down,PI,24,13,0,37,15,22,13
4000,4000-05,Utility,Blow Down,MES,4,1,0,14,0,14,0
4000,4000-05,Utility,Blow Down,IN,17,0,0,0,0,0,4
4000,4000-06,Utility,DM & Polishing Water & Neutralization System,MES,15,0,0,4,0,4,5
4000,4000-06,Utility,DM & Polishing Water & Neutralization System,PI,58,34,0,148,73,75,167
4000,4000-06,Utility,DM & Polishing Water & Neutralization System,MER,12,0,0,8,0,8,0
4000,4000-06,Utility,DM & Polishing Water & Neutralization System,IN,465,0,0,15,9,6,107
4000,4000-07,Utility,Plant Air,IN,2,2,0,0,0,0,2
4000,4000-07,Utility,Plant Air,PI,10,10,0,13,4,9,30
4000,4000-08,Utility,Cooling Water,MES,5,0,0,0,0,0,5
4000,4000-08,Utility,Cooling Water,MER,8,0,0,8,0,8,0
4000,4000-08,Utility,Cooling Water,PI,282,73,0,586,273,313,37
4000,4000-08,Utility,Cooling Water,IN,745,2,0,55,10,45,533
4000,4000-09,Utility,Oily Water Treatment,PI,225,53,0,33,16,17,4
4000,4000-09,Utility,Oily Water Treatment,IN,28,0,0,0,0,0,26
4000,4000-09,Utility,Oily Water Treatment,MER,2,0,0,3,0,3,0
4000,4000-10,Utility,Sanitary Water Collection,IN,12,0,0,0,0,0,4
4000,4000-10,Utility,Sanitary Water Collection,PI,14,2,0,3,1,2,2
4000,4000-10,Utility,Sanitary Water Collection,MER,1,0,0,0,0,0,0
4000,4000-11,Utility,Instrument Air,PI,13,11,0,13,8,5,0
4000,4000-11,Utility,Instrument Air,IN,78,78,0,70,23,47,18
4000,4000-12,Utility,COC Water and Lab Chemical Sump,MER,4,0,0,8,0,8,0
4000,4000-12,Utility,COC Water and Lab Chemical Sump,IN,25,0,0,4,0,4,20
4000,4000-12,Utility,COC Water and Lab Chemical Sump,PI,22,2,0,3,3,0,14
4000,4000-13,Utility,Slope Close Drain,MER,1,0,0,0,0,0,0
4000,4000-13,Utility,Slope Close Drain,PI,29,17,0,37,12,25,3
4000,4000-14,Utility,Fire Water,IN,33,0,0,0,0,0,0
4000,4000-14,Utility,Fire Water,MES,1,0,0,0,0,0,0
4000,4000-14,Utility,Fire Water,PI,125,22,0,282,73,209,2536
4000,4000-15,Utility,Potable & Service Water,PI,61,26,0,84,13,71,29
5000,5000-01,Distillation & Methanol Product,Crude Methanol and Stabilizer & Slope Methanol,MER,8,0,0,0,0,0,0
5000,5000-01,Distillation & Methanol Product,Crude Methanol and Stabilizer & Slope Methanol,MES,17,0,0,69,11,58,5
5000,5000-01,Distillation & Methanol Product,Crude Methanol and Stabilizer & Slope Methanol,IN,416,21,0,455,292,163,147
5000,5000-01,Distillation & Methanol Product,Crude Methanol and Stabilizer & Slope Methanol,PI,71,54,0,217,106,111,10
5000,5000-02,Distillation & Methanol Product,Low Pressure (LP) Methanol,MES,8,0,0,84,42,42,1
5000,5000-02,Distillation & Methanol Product,Low Pressure (LP) Methanol,MER,4,0,0,0,0,0,0
5000,5000-02,Distillation & Methanol Product,Low Pressure (LP) Methanol,PI,46,36,0,134,45,89,9
5000,5000-02,Distillation & Methanol Product,Low Pressure (LP) Methanol,IN,465,14,0,341,217,124,287
5000,5000-03,Distillation & Methanol Product,Medium Pressure (MP) Methanol,PI,46,39,0,137,69,68,13
5000,5000-03,Distillation & Methanol Product,Medium Pressure (MP) Methanol,MES,5,0,0,44,11,33,0
5000,5000-03,Distillation & Methanol Product,Medium Pressure (MP) Methanol,IN,259,14,0,383,236,147,78
5000,5000-03,Distillation & Methanol Product,Medium Pressure (MP) Methanol,MER,6,0,0,0,0,0,0
5000,5000-04,Distillation & Methanol Product,Methanol Product,MES,6,0,0,27,0,27,0
5000,5000-04,Distillation & Methanol Product,Methanol Product,PI,30,15,0,123,35,88,32
5000,5000-04,Distillation & Methanol Product,Methanol Product,MER,4,0,0,0,0,0,0
5000,5000-04,Distillation & Methanol Product,Methanol Product,IN,213,4,0,99,74,25,45
5000,5000-05,Distillation & Methanol Product,Liquid Off Stream,MES,2,0,0,0,0,0,1
5000,5000-05,Distillation & Methanol Product,Liquid Off Stream,MER,2,0,0,0,0,0,0
5000,5000-05,Distillation & Methanol Product,Liquid Off Stream,IN,63,1,0,19,13,6,20
5000,5000-05,Distillation & Methanol Product,Liquid Off Stream,PI,10,6,0,29,12,17,2
7000,7000-01,Flare,Flare System (In Site),IN,145,3,0,25,16,9,17
7000,7000-01,Flare,Flare System (In Site),MER,2,0,0,0,0,0,0
7000,7000-01,Flare,Flare System (In Site),MES,2,0,0,8,0,8,0
7000,7000-01,Flare,Flare System (In Site),PI,49,17,0,94,23,71,77
BLD,BLD-01,Building,Substation,PI,4,4,0,6,3,3,9
BLD,BLD-01,Building,Substation,CV,14,14,0,63,0,63,0
BLD,BLD-02,Building,Control Building,CV,8,8,0,0,0,0,0
BLD,BLD-02,Building,Control Building,PI,1,1,0,6,5,1,1
BLD,BLD-03,Building,Laboratory,CV,14,0,0,0,0,0,0
BLD,BLD-04,Building,Security Building,CV,14,14,0,0,0,0,0
BLD,BLD-05,Building,Diesel Room,CV,14,0,0,0,0,0,0
BLD,BLD-06,Building,Warehouse Building,PI,3,0,0,0,0,0,0
BLD,BLD-06,Building,Warehouse Building,CV,14,14,0,31,0,31,0
BLD,BLD-07,Building,Analyzer House,CV,8,8,0,19,0,19,0
DCS,DCS-01,Distributed Control System,Panels & Marshaling Cabinets,IN,2566,241,0,1740,517,1223,805
ES,ES-01,Earthing System,Earthing & Roof Lightning System for Substation,EL,282,282,0,2190,2178,12,0
ES,ES-02,Earthing System,Earthing & Roof Lightning System for Control Building,EL,189,0,0,0,0,0,0
ES,ES-03,Earthing System,Earthing & Roof Lightning System for Laboratory & Yard Office,EL,33,33,0,13,0,13,0
ES,ES-04,Earthing System,Earthing & Roof Lightning System for Analyzer House,EL,11,11,0,11,11,0,0
ES,ES-05,Earthing System,Earthing & Roof Lightning System for Warehouse,EL,22,22,0,44,22,22,0
ES,ES-06,Earthing System,Earthing System for Area-02,EL,696,0,0,0,0,0,0
ES,ES-07,Earthing System,Earthing System for Area-03,EL,379,0,0,0,0,0,0
ES,ES-08,Earthing System,Earthing System for Area-04,EL,461,0,0,0,0,0,0
ES,ES-09,Earthing System,Earthing System for Area-05,EL,503,0,0,0,0,0,0
ES,ES-10,Earthing System,Earthing System for Area-06,EL,394,0,0,0,0,0,0
ES,ES-11,Earthing System,Earthing System for Area-07,EL,484,0,0,0,0,0,0
FGS,FGS-01,Fire and Gas Detection,Fire & Gas Detection for Fire Zone 1001,IN,95,0,0,0,0,0,6
FGS,FGS-02,Fire and Gas Detection,Fire & Gas Detection for Fire Zone 1002,IN,143,0,0,8,0,8,40
FGS,FGS-03,Fire and Gas Detection,Fire & Gas Detection for Fire Zone 1003,IN,151,0,0,0,0,0,20
FGS,FGS-04,Fire and Gas Detection,Fire & Gas Detection for Fire Zone 1004,IN,173,0,0,4,0,4,24
FGS,FGS-05,Fire and Gas Detection,Fire & Gas Detection for Fire Zone 1005,IN,130,0,0,0,0,0,10
FGS,FGS-06,Fire and Gas Detection,Fire & Gas Detection for Fire Zone 1006,IN,30,0,0,0,0,0,0
FGS,FGS-07,Fire and Gas Detection,Fire & Gas Detection for Fire Zone 1007,IN,34,0,0,0,0,0,0
FGS,FGS-08,Fire and Gas Detection,Fire & Gas Detection for Substation,EL,95,66,0,8,0,8,0
FGS,FGS-08,Fire and Gas Detection,Fire & Gas Detection for Substation,IN,2,0,0,0,0,0,0
FGS,FGS-09,Fire and Gas Detection,Fire & Gas Detection for Control Building,IN,3,0,0,0,0,0,0
FGS,FGS-09,Fire and Gas Detection,Fire & Gas Detection for Control Building,EL,91,59,0,0,0,0,0
FGS,FGS-10,Fire and Gas Detection,Fire & Gas Detection for Laboratory,IN,2,0,0,0,0,0,0
FGS,FGS-10,Fire and Gas Detection,Fire & Gas Detection for Laboratory,EL,50,0,0,0,0,0,0
FGS,FGS-11,Fire and Gas Detection,Fire & Gas Detection for Diesel Room,EL,4,0,0,0,0,0,0
FGS,FGS-14,Fire and Gas Detection,Fire & Gas Detection for Warehouse Building,IN,15,0,0,0,0,0,0
HVAC,HVAC-01,HVAC System,HVAC for Substation,EL,2,0,0,0,0,0,2
HVAC,HVAC-02,HVAC System,HVAC for Control Building,EL,3,0,0,0,0,0,3
HVAC,HVAC-03,HVAC System,HVAC for Laboratory & Yard Office,EL,1,0,0,0,0,0,1
HVAC,HVAC-04,HVAC System,HVAC for Analyzer House,EL,1,0,0,0,0,0,1
LS,LS-01,Lighting System,SS-MLP-01 for Normal Lighting System,EL,100,6,0,87,45,42,94
LS,LS-02,Lighting System,SS-EMLP-01 for Emergency Lighting System,EL,58,4,0,61,31,30,54
LS,LS-03,Lighting System,Lighting System for Substation,EL,516,516,0,1699,1699,0,0
LS,LS-04,Lighting System,Lighting System for Control Building,EL,287,0,0,0,0,0,0
LS,LS-05,Lighting System,Lighting System for Laboratory & Yard Office,EL,315,0,0,0,0,0,0
LS,LS-06,Lighting System,Lighting System for Street,EL,73,0,0,26,11,15,3
LS,LS-07,Lighting System,Lighting System for Area-02,EL,1075,0,0,1,0,1,0
LS,LS-08,Lighting System,Lighting System for Area-03,EL,440,0,0,192,108,84,0
LS,LS-09,Lighting System,Lighting System for Area-04,EL,326,0,0,309,73,236,0
LS,LS-10,Lighting System,Lighting System for Area-05,EL,706,0,0,268,0,268,0
LS,LS-11,Lighting System,Lighting System for Area-06,EL,593,0,0,362,217,145,0
LS,LS-12,Lighting System,Lighting System for Area-07,EL,419,0,0,362,177,185,0
LS,LS-13,Lighting System,Lighting System for Warehouse,EL,8,0,0,0,0,0,0
LS,LS-14,Lighting System,Lighting System for Analyzer House,EL,64,64,0,175,142,33,0
NO SUBS.,NO SUBS.,UNKNOW,UNKNOW_SUBSYSTEM,IN,63,0,0,0,0,0,0
NO SUBS.,NO SUBS.,UNKNOW,UNKNOW_SUBSYSTEM,PI,4,0,0,0,0,0,0
TEL,TEL-01,Telecom Systems,Telecom System for Area-01,EL,24,0,0,4,0,4,0
TEL,TEL-02,Telecom Systems,Telecom System for Area-02,EL,61,0,0,4,0,4,0
TEL,TEL-03,Telecom Systems,Telecom System for Area-03,EL,39,0,0,0,0,0,0
TEL,TEL-04,Telecom Systems,Telecom System for Area-04,EL,37,0,0,0,0,0,0
TEL,TEL-05,Telecom Systems,Telecom System for Area-05,EL,71,0,0,0,0,0,0
TEL,TEL-06,Telecom Systems,Telecom System for Area-06,EL,46,0,0,10,2,8,0
TEL,TEL-07,Telecom Systems,Telecom System for Area-07,EL,43,14,0,129,47,82,0
TEL,TEL-08,Telecom Systems,Telecom System for Substation,EL,30,30,0,39,0,39,0
TEL,TEL-09,Telecom Systems,Telecom System for Control Building,EL,103,0,0,10,0,10,5
TEL,TEL-09,Telecom Systems,Telecom System for Control Building,IN,1,1,0,7,0,7,0
TEL,TEL-10,Telecom Systems,Telecom System for Laboratory,EL,89,0,0,0,0,0,0
TEL,TEL-11,Telecom Systems,CCTV,EL,57,0,0,0,0,0,57
TEL,TEL-12,Telecom Systems,Telecom System for Analyzer House,EL,8,8,0,4,0,4,0
